batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,3,95,0000849146_2016_4,8
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,4,96,0000849146_2016_4,9
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,5,102,0000849146_2016_4,15
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,6,105,0000849146_2016_4,19
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,7,106,0000849146_2016_4,20
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,8,107,0000849146_2016_4,21
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,9,108,0000849146_2016_4,22
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,10,109,0000849146_2016_4,23
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,11,110,0000849146_2016_4,24
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,12,111,0000849146_2016_4,25
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,13,112,0000849146_2016_4,26
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,14,289,0000850033_2014_4,19
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,15,290,0000850033_2014_4,20
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,16,1480,0000850209_2009_4,16
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,17,1481,0000850209_2009_4,17
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,18,1482,0000850209_2009_4,18
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,19,1483,0000850209_2009_4,19
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,20,1484,0000850209_2009_4,20
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,21,990,0000873303_2013_4,16
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,22,991,0000873303_2013_4,17
batch_007,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_007.csv,23,829,0000874734_2005_4,3
